ind,genPC1_LecPine,genPC2_LecPine,genPC3_LecPine,ID,avg_perc_PP_reads_mapped,MERGED_FINAL_read_count,species,city,state,area,latitude,longitude,host,stage,lcPC1,lcPC2,change_tmax,site_number,grouped_site_number_5km,allele_imbalance,average_depth_coverage,missingness,heterozygosity,pop,admix_prop_k2,lec_blue_k2,pine_orange_k2,lec_blue_k3,pine_orange_k3,lec_purple_k3,lec_blue_k4,pine_orange_k4,lec_purple_k4,lec_green_k4
21074D-06-340,0.0322734,-0.0543927,0.000709142,RB398_F4,0.97065,51554748,lecontei,Necedah,WI,North,44.15611111,-90.13222222,jack,adultF,0.114852785,1.413251542,-0.453648556,132,85,19.25214,26.5,0.001873953,0.047904539,lecontei_WI,0,1,0,1,0,0,0.89,0,0,0.11
21074D-06-341,0.0322776,-0.0544415,0.000573901,RB399_F11,0.9716,46701200,lecontei,Necedah,WI,North,44.15611111,-90.13222222,jack,adultF,0.114852785,1.413251542,-0.453648556,132,85,20.07894,24.3,0.002439036,0.050052289,lecontei_WI,0,1,0,1,0,0,0.89,0,0,0.11
21074D-06-342,0.0323635,-0.0536356,0.000558137,RB400,0.9678,46912822,lecontei,Necedah,WI,North,44.15611111,-90.13222222,jack,adultF,0.114852785,1.413251542,-0.453648556,132,85,20.44775,23.9,0.002685355,0.047861187,lecontei_WI,0,1,0,1,0,0,0.89,0,0,0.11
21074D-06-343,0.0321961,-0.0549903,0.000708218,RB401_AG1,0.92575,39613458,lecontei,Necedah,WI,North,44.03624444,-90.08230556,jack,larva,3.182091744,-0.433578103,-0.408818061,126,84,22.00629,21.8,0.005433496,0.050329248,lecontei_WI,0,1,0,1,0,0,0.89,0,0,0.11
21074D-06-344,0.0323719,-0.0528712,0.000520964,RB402,0.9743,47857614,lecontei,Necedah,WI,North,44.03624444,-90.08230556,jack,adultF,3.182091744,-0.433578103,-0.408818061,126,84,24.97414,23.8,0.004090819,0.033263499,lecontei_WI,0,1,0,1,0,0,0.89,0,0,0.11
21074D-06-345,0.0321073,-0.0550377,0.000619445,RB403_F3,0.96735,44372446,lecontei,Necedah,WI,North,44.15416667,-90.13194444,jack,adultF,0.122498815,1.411545736,-0.451955431,131,85,24.56081,22.9,0.004124628,0.048458983,lecontei_WI,0,1,0,1,0,0,0.89,0,0,0.11
21074D-06-346,0.0228476,0.0629647,-0.00382229,RB404_AG1,0.92575,40215934,lecontei,Morehead,KY,Central,38.186126,-83.556797,shortleaf,larva,-0.281017631,-0.560879957,0.156859819,59,36,13.96435,21.9,0.00578124,0.156695101,lecontei_KY,0,1,0,0.1062,0,0.8938,0.0079,0,0.8509,0.1412
21074D-06-347,0.0317214,-0.0548015,0.000403753,RB405_AG1,0.94495,41966478,lecontei,Manistique,MI,North,45.94854722,-86.26133056,red,larva,-0.577750213,4.36464001,0.111543687,178,115,21.6727,23.2,0.004385435,0.052129368,lecontei_MI,0,1,0,1,0,0,0.9016,0,0,0.0984
21074D-06-348,0.0318086,-0.0550335,0.000456091,RB406_F6,0.97275,53077330,lecontei,Manistique,MI,North,45.94854722,-86.26133056,red,adultF,-0.577750213,4.36464001,0.111543687,178,115,19.95687,27.2,0.002410058,0.051193416,lecontei_MI,0,1,0,1,0,0,0.9012,0,0,0.0988
21074D-06-349,0.0319966,-0.0536887,0.000506349,RB407_AG1,0.93405,44189924,lecontei,Thompson_Township,MI,North,45.91780833,-86.31300833,jack,larva,-0.092006145,3.653819528,0.131733217,174,115,19.17144,24.8,0.003091056,0.055438474,lecontei_MI,0,1,0,1,0,0,0.9026,0,0,0.0973
21074D-06-350,0.0318446,-0.0547906,0.000588882,RB408_AG1,0.96325,45456338,lecontei,Thompson_Township,MI,North,45.91780833,-86.31300833,jack,larva,-0.092006145,3.653819528,0.131733217,174,115,22.2629,23.7,0.002849567,0.052228287,lecontei_MI,0,1,0,1,0,0,0.9033,0,0,0.0967
21074D-06-351,0.031761,-0.0546406,0.000452996,RB409_F1,0.96995,40531086,lecontei,Thompson_Township,MI,North,45.92626667,-86.29398889,red,adultF,-0.482569105,4.163353245,0.114579735,177,115,22.17017,21,0.007944979,0.055052482,lecontei_MI,0,1,0,1,0,0,0.9044,0,0,0.0956
21074D-06-352,0.0317208,-0.0549115,0.000421252,RB412_F8,0.969,48820966,lecontei,Thompson_Township,MI,North,45.92626667,-86.29398889,red,adultF,-0.482569105,4.163353245,0.114579735,177,115,23.00937,23.5,0.003448459,0.049254853,lecontei_MI,0,1,0,1,0,0,0.9038,0,0,0.0961
21074D-06-353,0.0318624,-0.0548869,0.000664017,RB413_F1,0.96915,46159786,lecontei,Thompson_Township,MI,North,45.92626667,-86.29398889,red,adultF,-0.482569105,4.163353245,0.114579735,177,115,20.30417,23.7,0.005047114,0.055795033,lecontei_MI,0,1,0,1,0,0,0.9047,0,0,0.0953
21074D-06-354,0.031832,-0.0550267,0.00052664,RB414_F11,0.9724,43173116,lecontei,Thompson_Township,MI,North,45.92626667,-86.29398889,red,adultF,-0.482569105,4.163353245,0.114579735,177,115,21.56172,22.8,0.003627161,0.051498318,lecontei_MI,0,1,0,1,0,0,0.903,0,0,0.097
21074D-06-355,0.0318035,-0.0549496,0.000551797,RB415_F4,0.9657,52287708,lecontei,Thompson_Township,MI,North,45.92626667,-86.29398889,red,adultF,-0.482569105,4.163353245,0.114579735,177,115,19.31686,25.3,0.004515839,0.054542632,lecontei_MI,0,1,0,1,0,0,0.902,0,0,0.098
21074D-06-356,0.0320112,-0.0558512,0.00070239,RB416_F3,0.96775,42832266,lecontei,Suring,WI,North,44.98333333,-88.44805556,red,adultF,-0.965749462,-0.20114707,-0.042942565,156,103,27.73233,21.6,0.009191061,0.040566231,lecontei_WI,0,1,0,1,0,0,0.89,0,0,0.11
21074D-06-357,0.0320544,-0.0559152,0.000701748,RB417,0.96835,41376886,lecontei,Suring,WI,North,44.98333333,-88.44805556,red,adultF,-0.965749462,-0.20114707,-0.042942565,156,103,24.30266,21.3,0.008915764,0.043508136,lecontei_WI,0,1,0,1,0,0,0.89,0,0,0.11
21074D-06-358,0.0320124,-0.0555791,0.000658292,RB418_F9,0.9679,45011066,lecontei,Suring,WI,North,44.98333333,-88.44805556,red,adultF,-0.965749462,-0.20114707,-0.042942565,156,103,24.5887,20.9,0.009683698,0.050637912,lecontei_WI,0,1,0,1,0,0,0.89,0,0,0.11
21074D-06-359,0.0320476,-0.0560168,0.000663021,RB419_F3,0.96905,41644530,lecontei,Suring,WI,North,44.98333333,-88.44805556,red,adultF,-0.965749462,-0.20114707,-0.042942565,156,103,26.40133,22.1,0.004776647,0.034853926,lecontei_WI,0,1,0,1,0,0,0.89,0,0,0.11
21074D-06-360,0.0320811,-0.05605,0.000729961,RB421_F2,0.9693,46480714,lecontei,Suring,WI,North,44.98333333,-88.44805556,red,adultF,-0.965749462,-0.20114707,-0.042942565,156,103,25.41967,24.4,0.002680525,0.036669346,lecontei_WI,0,1,0,1,0,0,0.89,0,0,0.11
21074D-06-361,0.0321584,-0.0540421,0.00065881,RB427_AG1,0.919,36704944,lecontei,Rothschild,WI,North,44.86194444,-89.63666667,jack,larva,-0.655188803,0.135314774,-0.110627498,153,100,23.1836,19.8,0.013388135,0.053427454,lecontei_WI,0,1,0,1,0,0,0.89,0,0,0.11
21074D-06-362,0.0322177,-0.0539982,0.000524416,RB428_AG1,0.85015,36433696,lecontei,Rothschild,WI,North,44.86194444,-89.63666667,jack,larva,-0.655188803,0.135314774,-0.110627498,153,100,25.20435,19.2,0.016580616,0.053483027,lecontei_WI,0,1,0,1,0,0,0.89,0,0,0.11
21074D-06-363,0.0321191,-0.055414,0.000719157,RB429_AG1,0.9265,36500748,lecontei,Rothschild,WI,North,44.86194444,-89.63666667,jack,larva,-0.655188803,0.135314774,-0.110627498,153,100,22.20167,20,0.011924713,0.054775638,lecontei_WI,0,1,0,1,0,0,0.89,0,0,0.11
21074D-06-364,0.0321542,-0.0555361,0.000638984,RB431_AG1,0.91385,39896998,lecontei,Mosinee,WI,North,44.84388889,-89.69055556,red,larva,-0.067940799,0.384387158,-0.113294415,152,100,30.65641,21.9,0.007012833,0.032515066,lecontei_WI,0,1,0,1,0,0,0.89,0,0,0.11
21074D-06-365,0.0321616,-0.0554522,0.000640635,RB432_AG1,0.93115,41149570,lecontei,Mosinee,WI,North,44.84388889,-89.69055556,red,larva,-0.067940799,0.384387158,-0.113294415,152,100,24.3639,22.8,0.004622094,0.041107855,lecontei_WI,0,1,0,1,0,0,0.89,0,0,0.11
21074D-06-366,0.0321275,-0.0551919,0.000731255,RB434_AG1,0.9417,42430234,lecontei,Mosinee,WI,North,44.84388889,-89.69055556,jack,larva,-0.067940799,0.384387158,-0.113294415,152,100,22.54342,23.4,0.004057011,0.046903869,lecontei_WI,0,1,0,1,0,0,0.89,0,0,0.11
21074D-06-367,0.0321904,-0.055462,0.000758977,RB435_AG1,0.96705,39072016,lecontei,Mosinee,WI,North,44.84388889,-89.69055556,jack,larva,-0.067940799,0.384387158,-0.113294415,152,100,30.15615,21.7,0.007017662,0.029874122,lecontei_WI,0,1,0,1,0,0,0.89,0,0,0.11
21074D-06-368,0.0321893,-0.0550287,0.000614558,RB438_AG1,0.9128,42600062,lecontei,Friendship,WI,North,44.02555556,-89.70527778,jack,larva,0.850396078,0.066466574,-0.395602875,125,83,20.16952,23.7,0.003477438,0.04906242,lecontei_WI,0,1,0,1,0,0,0.89,0,0,0.11
21074D-06-369,0.032333,-0.0538835,0.000612551,RB439_AG1,0.9314,33231758,lecontei,Friendship,WI,North,44.02555556,-89.70527778,jack,larva,0.850396078,0.066466574,-0.395602875,125,83,26.30257,18.4,0.031567407,0.05086952,lecontei_WI,0,1,0,1,0,0,0.89,0,0,0.11
21074D-06-370,0.0322969,-0.053995,0.00053839,RB440_AG1,0.81045,33264198,lecontei,Friendship,WI,North,44.02555556,-89.70527778,jack,larva,0.850396078,0.066466574,-0.395602875,125,83,26.65337,18,0.026621718,0.051831674,lecontei_WI,0,1,0,1,0,0,0.89,0,0,0.11
21074D-06-371,0.0322121,-0.0544563,0.000747311,RB441_AG1,0.944,34054664,lecontei,Necedah,WI,North,44.03624444,-90.08230556,jack,larva,3.182091744,-0.433578103,-0.408818061,126,84,28.71487,18.4,0.021830581,0.040912659,lecontei_WI,0,1,0,1,0,0,0.89,0,0,0.11
21074D-06-372,0.0323102,-0.0565807,0.000868459,RB446_AG1,0.95975,36126910,lecontei,Frederic,MI,North,44.73135,-84.748931,red,larva,2.559004809,-1.188988816,-0.057129992,150,98,21.9496,20.1,0.012678158,0.060193519,lecontei_MI,0,1,0,1,0,0,1,0,0,0
21074D-06-373,0.0323374,-0.0564479,0.000962947,RB447_AG1,0.9689,37208752,lecontei,Frederic,MI,North,44.73135,-84.748931,red,larva,2.559004809,-1.188988816,-0.057129992,150,98,20.45144,20.5,0.009070317,0.060447139,lecontei_MI,0,1,0,1,0,0,1,0,0,0
21074D-06-375,0.0323512,-0.0569652,0.000802782,RB452_AG1,0.91255,37680866,lecontei,Frederic,MI,North,44.719761,-84.745342,red,larva,2.825013035,-1.056604503,-0.034581743,149,98,21.6792,20.2,0.009785123,0.060939504,lecontei_MI,0,1,0,1,0,0,1,0,0,0
21074D-06-376,0.0323876,-0.0565763,0.000767726,RB457_AG1,0.92535,35356678,lecontei,Frederic,MI,North,44.73135,-84.748931,red,larva,2.559004809,-1.188988816,-0.057129992,150,98,22.66376,19.4,0.015097875,0.058389686,lecontei_MI,0,1,0,1,0,0,1,0,0,0
21074D-06-377,0.0324005,-0.0570073,0.000866286,RB462_F3,0.9672,40547550,lecontei,Frederic,MI,North,44.73135,-84.748931,jack,adultF,2.559004809,-1.188988816,-0.057129992,150,98,22.68867,20.4,0.015151003,0.061801169,lecontei_MI,0,1,0,1,0,0,1,0,0,0
21074D-06-378,0.032431,-0.0571339,0.00090952,RB463_F6,0.97395,42248446,lecontei,Frederic,MI,North,44.73135,-84.748931,jack,adultF,2.559004809,-1.188988816,-0.057129992,150,98,21.92551,21.2,0.008611488,0.057247669,lecontei_MI,0,1,0,1,0,0,1,0,0,0
21074D-06-379,0.032342,-0.0567379,0.000895307,RB464,0.9694,44227004,lecontei,Frederic,MI,North,44.73135,-84.748931,jack,adultF,2.559004809,-1.188988816,-0.057129992,150,98,21.88333,22.2,0.007365406,0.053813667,lecontei_MI,0,1,0,1,0,0,1,0,0,0
21074D-06-380,0.0323689,-0.0567976,0.000779532,RB466_F2,0.9704,46221552,lecontei,Frederic,MI,North,44.73135,-84.748931,jack,adultF,2.559004809,-1.188988816,-0.057129992,150,98,21.3648,22.8,0.007804916,0.057756057,lecontei_MI,0,1,0,1,0,0,1,0,0,0
21074D-06-381,0.0322962,-0.0567045,0.000801929,RB467_F2,0.9698,47872540,lecontei,Frederic,MI,North,44.73135,-84.748931,jack,adultF,2.559004809,-1.188988816,-0.057129992,150,98,20.94455,24.4,0.004989157,0.053486137,lecontei_MI,0,1,0,1,0,0,1,0,0,0
21074D-06-382,0.0324125,-0.0570066,0.000983508,RB468_F5,0.96945,39580190,lecontei,Frederic,MI,North,44.73135,-84.748931,jack,adultF,2.559004809,-1.188988816,-0.057129992,150,98,20.32056,19.9,0.017213317,0.058938005,lecontei_MI,0,1,0,1,0,0,1,0,0,0
21074D-06-383,0.032275,-0.0567664,0.000876402,RB470_F2,0.97305,55773884,lecontei,Frederic,MI,North,44.73135,-84.748931,jack,adultF,2.559004809,-1.188988816,-0.057129992,150,98,16.97165,27.4,0.002723993,0.062789065,lecontei_MI,0,1,0,1,0,0,1,0,0,0
21074D-06-384,0.0323118,-0.056608,0.000858097,RB471_F2,0.97375,39338512,lecontei,Frederic,MI,North,44.73135,-84.748931,jack,adultF,2.559004809,-1.188988816,-0.057129992,150,98,25.54242,19.1,0.02164705,0.056460332,lecontei_MI,0,1,0,1,0,0,1,0,0,0
21074D-06-385,0.0322713,-0.0565422,0.00093132,RB472_F3,0.96735,45491810,lecontei,Frederic,MI,North,44.73135,-84.748931,jack,adultF,2.559004809,-1.188988816,-0.057129992,150,98,19.50161,22.5,0.007940149,0.059219591,lecontei_MI,0,1,0,1,0,0,1,0,0,0
21074D-06-386,0.0317346,-0.0537809,0.000636709,RB480_AG1,0.93925,48197350,lecontei,Naubinway,MI,North,46.095806,-85.394444,red,larva,0.235844747,3.253666028,0.039657625,183,117,19.35315,26,0.001806336,0.049014153,lecontei_MI,0,1,0,1,0,0,0.9184,0,0,0.0815
21074D-06-388,0.0323386,-0.0565765,0.000868601,RB484_AG1,0.90165,55029024,lecontei,Frederic,MI,North,44.73135,-84.748931,red,larva,2.559004809,-1.188988816,-0.057129992,150,98,16.66369,29.2,0.001429613,0.057958047,lecontei_MI,0,1,0,1,0,0,1,0,0,0
21074D-06-389,0.0323287,-0.0568484,0.000870325,RB485_AG1,0.8851,45432582,lecontei,Frederic,MI,North,44.73135,-84.748931,red,larva,2.559004809,-1.188988816,-0.057129992,150,98,19.34959,24,0.003897628,0.058460449,lecontei_MI,0,1,0,1,0,0,1,0,0,0
21074D-06-390,0.0234001,0.0704729,-0.00423913,RIB_X001_F,0.96455,50626742,lecontei,Lexington,KY,Central,38.10843188,-84.54534853,shortleaf,adultF,-2.338806894,-1.031630991,0.338951326,58,35,8.97304,26.5,0.001564847,0.157557141,lecontei_KY,0,1,0,0.09,0,0.91,0,0,0.9892,0.0108
21074D-06-391,0.0233021,0.0701559,-0.00421321,RIB_X005_F,0.9711,40776814,lecontei,Lexington,KY,Central,38.10843188,-84.54534853,shortleaf,adultF,-2.338806894,-1.031630991,0.338951326,58,35,11.88424,21.8,0.005592879,0.157806801,lecontei_KY,0,1,0,0.09,0,0.91,0,0,1,0
21074D-06-392,-0.0899359,-0.00286929,0.136963,RIB_X011_F,0.9618,38076906,pinetum,Lexington,KY,Central,38.032384,-84.565478,white,adultF,-2.214207119,-0.639701016,0.378169649,46,33,24.68128,19.9,0.017913634,0.100359005,pinetum_KY,0.0058,0.0058,0.9942,0,0.9021,0.0978,0,0.7831,0.0068,0.21
21074D-06-393,0.0232264,0.0694304,-0.0039808,RIB_X027_F,0.9722,34034030,lecontei,Lexington,KY,Central,38.10843188,-84.54534853,shortleaf,adultF,-2.338806894,-1.031630991,0.338951326,58,35,16.11646,18,0.024515936,0.16302179,lecontei_KY,0,1,0,0.09,0,0.91,0,0,0.992,0.0079
21074D-06-394,-0.0914502,-0.00408171,0.122185,RIB_X034_F,0.95635,36669018,pinetum,Georgetown,KY,Central,38.24932,-84.549175,white,adultF,-2.179329207,-0.90617855,0.369226066,65,41,27.64274,19.5,0.01993731,0.105321775,pinetum_KY,0,0,1,0,0.9145,0.0855,0,0.8005,0,0.1995
21074D-06-395,-0.0983665,-0.0103652,-0.0730108,RIB_X036_F,0.9578,33693626,pinetum,Florence,KY,Central,38.9377,-84.6335,white,adultF,-1.632898488,-0.565584468,0.396663719,75,49,31.04551,17.6,0.036517926,0.100747915,pinetum_KY,0,0,1,0,0.9834,0.0165,0,0.9614,0,0.0386
21074D-06-396,-0.0893795,-0.0027431,0.135161,RIB_X053_F,0.9576,34614792,pinetum,Lexington,KY,Central,38.032384,-84.565478,white,adultF,-2.214207119,-0.639701016,0.378169649,46,33,27.97551,18.3,0.028964158,0.106922587,pinetum_KY,0,0,1,0,0.9076,0.0924,0,0.7877,0.0023,0.21
21074D-06-397,-0.0915127,-0.00395416,0.118734,RIB_X054_F,0.94975,36223766,pinetum,Georgetown,KY,Central,38.24932,-84.549175,white,adultF,-2.179329207,-0.90617855,0.369226066,65,41,25.37787,19.2,0.021173732,0.107709767,pinetum_KY,0,0,1,0,0.9157,0.0843,0,0.8033,0,0.1967
21074D-06-398,0.023465,0.0694776,-0.00422435,RIB_X055_F,0.9723,41536242,lecontei,Lexington,KY,Central,38.10843188,-84.54534853,virginia,adultF,-2.338806894,-1.031630991,0.338951326,58,35,11.74159,21.6,0.005877836,0.158498193,lecontei_KY,0,1,0,0.09,0,0.91,0,0,0.9885,0.0115
21074D-06-399,-0.0972354,-0.0110879,-0.0774403,RID_X011_F,0.9566,42591594,pinetum,Okemos,MI,North,42.69,-84.4515,white,adultF,-1.90290445,-0.528029419,0.521675322,100,72,30.04667,22.9,0.008727403,0.064431257,pinetum_MI,0,0,1,0,0.9954,0.0046,0,0.9892,0,0.0108
21074D-06-400,0.0233158,0.0705506,-0.00420913,RID_X026_F,0.9758,44368992,lecontei,Lexington,KY,Central,38.10843188,-84.54534853,shortleaf,adultF,-2.338806894,-1.031630991,0.338951326,58,35,10.63015,22.8,0.003786543,0.153661552,lecontei_KY,0,1,0,0.09,0,0.91,0,0,1,0
21074D-06-401,0.0232823,0.069972,-0.00417289,RID_X028_F,0.9738,40826156,lecontei,Lexington,KY,Central,38.09375,-84.554583,loblolly,adultF,-2.320788785,-0.975348882,0.348717466,53,35,12.61773,21.6,0.005800559,0.15794664,lecontei_KY,0,1,0,0.09,0,0.91,0,0,0.9841,0.0159
21074D-06-402,0.0233077,0.0694534,-0.00409588,RID_X029_F,0.976,44380684,lecontei,Lexington,KY,Central,37.98680011,-84.41633162,virginia,adultF,-2.119575659,-0.827681692,0.355960646,39,31,10.94053,23.1,0.003520906,0.160585498,lecontei_KY,0,1,0,0.09,0,0.91,0,0,0.9813,0.0187
21074D-06-403,-0.0980726,-0.0114734,-0.0878803,RID_X037_F,0.95155,40432404,pinetum,Ann_Arbor,MI,North,42.257,-83.7013,white,adultF,-1.994130886,-0.412192906,0.876469816,99,71,36.66826,21,0.012707137,0.048743261,pinetum_MI,0,0,1,0,1,0,0,1,0,0
21074D-06-404,-0.094194,-0.0097242,-0.0528731,RID_X040_F,0.9587,41165378,pinetum,Millersburg,MI,North,45.492,-84.0294,white,adultF,0.589842109,3.099298709,0.173448553,164,107,27.15592,21.6,0.010876652,0.075933729,pinetum_MI,0,0,1,0,0.9858,0.0142,0,0.9668,0,0.0332
21074D-06-405,-0.0996229,-0.0121702,-0.0999735,RID_X055_F,0.9617,38718590,pinetum,Three_Rivers,MI,North,41.9459,-85.6507,white,adultF,-1.39986727,-0.26245993,0.263137689,98,70,32.13251,20.2,0.015972065,0.06151898,pinetum_MI,0,0,1,0,1,0,0,1,0,0
21074D-06-406,-0.0953481,-0.0101268,-0.0626766,RID_X058_F,0.9579,36851528,pinetum,Grandville,MI,North,42.9105,-85.7664,white,adultF,-1.557156507,0.661492227,0.363064583,102,74,30.39715,18.9,0.024462808,0.0736593,pinetum_MI,0,0,1,0,0.9895,0.0105,0,0.9755,0,0.0245
21074D-06-407,-0.0996166,-0.0121993,-0.100656,RID_X059_F,0.9591,37941576,pinetum,Three_Rivers,MI,North,41.9459,-85.6507,white,adultF,-1.39986727,-0.26245993,0.263137689,98,70,35.76894,20,0.016778637,0.05732531,pinetum_MI,0,0,1,0,1,0,0,1,0,0
21074D-06-408,-0.100767,-0.0122811,-0.104787,RIE_X014_F,0.95955,40096680,pinetum,Bloomington,IN,Central,39.1871,-86.5447,white,adultF,-1.148611411,-0.730690857,0.506325318,76,50,35.11605,20.8,0.013112838,0.051826911,pinetum_IN,0,0,1,0,0.9944,0.0056,0,0.987,0,0.0129
21074D-06-409,-0.101593,-0.0129463,-0.118152,RIE_X072_F,0.9581,34029478,pinetum,Auburn,IN,Central,41.3823,-85.0534,white,adultF,-2.039789093,-0.797534012,0.306156399,95,67,37.70799,17.9,0.032934233,0.047375518,pinetum_IN,0,0,1,0,1,0,0,1,0,0
